Pays,Pays_fr,Annee,Population,Densite(P/Km2),Superficie(Km2),Electricite d'origine fossile(TWh),Electricite d'origine nucleaire(TWh),Electricite d'origine renouvelable(TWh),Electricite d'origine fossile / hab(KWh/pers),Electricite d'origine nucleaire / hab(KWh/pers),Electricite d'origine renouvelable / hab(KWh/pers),Part energie renouvelable(%),Part energie fossile(%),Part autres energies(%),Intensite energetique(MJ/$2017 PIB PPA),Emissions CO2(kt),Croissance PIB(%),PIB/habitant($)
Ireland,Irlande,2002,6162733.0,73.0,84421.0,23.46,0.0,1.38,3.8067526209556704,0.0,0.22392662476209824,2.25,94.4444447,3.3055552999999946,2.92,43930.00031,5.896231721,32550.27907
Ireland,Irlande,2003,6162733.0,73.0,84421.0,23.72,0.0,1.14,3.8489416951862103,0.0,0.18498286393390725,2.01,95.4143205,2.575679499999998,2.77,44090.00015,3.009584321,41112.74822
Ireland,Irlande,2004,6162733.0,73.0,84421.0,23.83,0.0,1.39,3.8667909188991314,0.0,0.22554928146327288,2.31,94.488501,3.2014990000000005,2.67,44689.99863,6.785872817,47666.54708
Ireland,Irlande,2005,6162733.0,73.0,84421.0,23.75,0.0,1.87,3.8538096652897345,0.0,0.3034368031196549,2.89,92.701015,4.408985000000001,2.55,46650.00153,5.73621145,50914.03129
Ireland,Irlande,2006,6162733.0,73.0,84421.0,24.64,0.0,2.47,3.998226111694276,0.0,0.40079620519013237,3.23,90.888971,5.881029000000002,2.44,47259.99832,4.980502016,54283.68178
Ireland,Irlande,2007,6162733.0,73.0,84421.0,25.56,0.0,2.81,4.147510528202341,0.0,0.4559665330300696,3.57,90.095171,6.334829000000006,2.36,46360.00061,5.30546835,61318.46603
Ireland,Irlande,2008,6162733.0,73.0,84421.0,26.32,0.0,3.6,4.270832437491613,0.0,0.584156412422865,4.21,87.967915,7.822084999999995,2.45,45779.99878,-4.486599314,61103.51347
Ireland,Irlande,2009,6162733.0,73.0,84421.0,23.85,0.0,4.12,3.8700362323014805,0.0,0.6685345608839455,5.3,85.269932,9.430068000000002,2.5,40560.00137,-5.100471121,51927.23096
Ireland,Irlande,2010,6162733.0,73.0,84421.0,24.44,0.0,3.72,3.9657729776707833,0.0,0.6036282928369605,5.31,86.789773,7.900227000000004,2.45,40189.99863,1.755080743,48607.94052
Ireland,Irlande,2011,6162733.0,73.0,84421.0,21.73,0.0,5.43,3.52603301165246,0.0,0.8811025887378213,6.61,80.007364,13.382636000000005,2.23,36680.00031,1.068526654,52108.83323
Ireland,Irlande,2012,6162733.0,73.0,84421.0,21.88,0.0,5.25,3.550372862170079,0.0,0.8518947681166781,6.64,80.64872700000001,12.711272999999991,2.23,37130.00107,-0.052354785,49028.82739
Ireland,Irlande,2013,6162733.0,73.0,84421.0,19.94,0.0,5.63,3.235577462142202,0.0,0.9135557227613138,7.44,77.98201,14.577989999999996,2.19,35709.99908,1.267014661,51518.3881
Ireland,Irlande,2014,6162733.0,73.0,84421.0,19.42,0.0,6.39,3.1511993136811216,0.0,1.0368776320505853,8.55,75.242153,16.207846999999997,1.97,35529.99878,8.713697808,55525.89725
Ireland,Irlande,2015,6162733.0,73.0,84421.0,20.24,0.0,7.86,3.284257163177441,0.0,1.275408167123255,9.2,72.028471,18.771529000000005,1.64,37060.00137,25.17624519,61987.551
Ireland,Irlande,2016,6162733.0,73.0,84421.0,22.71,0.0,7.52,3.6850533683675732,0.0,1.220237839283318,8.59,75.124048,16.285951999999998,1.69,38819.99969,2.042232527,62818.96636
Ireland,Irlande,2017,6162733.0,73.0,84421.0,21.78,0.0,8.88,3.534146295158333,0.0,1.440919150643067,10.1,71.037182,18.862817999999997,1.51,37779.99878,8.940012772,69601.68388
Ireland,Irlande,2018,6162733.0,73.0,84421.0,20.7,0.0,10.2,3.3588993714314737,0.0,1.6551098351981175,10.78,66.99029,22.229709999999997,1.41,37659.99985,9.0301611,79068.97461
Ireland,Irlande,2019,6162733.0,73.0,84421.0,18.92,0.0,11.8,3.0700664786223903,0.0,1.9147349073860576,12.34,61.58854,26.07146,1.32,35750.0,4.917006978,80886.61574
Italy,Italie,2000,62076040.0,206.0,301340.0,218.28,0.0,50.87,3.5163325495634066,0.0,0.8194788198474,5.12,81.09975800000001,13.78024199999999,2.93,436300.0,3.786955143,20087.59199
Italy,Italie,2001,62076040.0,206.0,301340.0,216.73,0.0,54.35,3.4913631732952037,0.0,0.875539096888268,5.38,79.950567,14.669432999999994,2.88,436570.0,1.951371556,20483.21599
Italy,Italie,2002,62076040.0,206.0,301340.0,228.45,0.0,48.31,3.6801638764328395,0.0,0.7782390758173363,5.6,82.544443,11.855557,2.9,443470.0012,0.253942999,22270.14412
Italy,Italie,2003,62076040.0,206.0,301340.0,238.52,0.0,46.86,3.842384275801098,0.0,0.754880627050308,6.24,83.57978800000001,10.180211999999992,3.03,462200.0122,0.138626891,27465.6753
Italy,Italie,2004,62076040.0,206.0,301340.0,240.95,0.0,53.88,3.8815298140796353,0.0,0.8679677376327485,5.94,81.725061,12.334939000000002,3.01,472399.9939,1.423594158,31259.7165
Italy,Italie,2005,62076040.0,206.0,301340.0,247.29,0.0,48.43,3.98366261765409,0.0,0.7801721888187455,6.7,83.62302199999999,9.676978000000009,3.04,473829.9866,0.817848974,32043.14037
Italy,Italie,2006,62076040.0,206.0,301340.0,256.03,0.0,50.64,4.124457681256729,0.0,0.8157736865946991,7.51,83.487137,9.002862999999996,2.96,466649.9939,1.790639681,33501.65817
Italy,Italie,2007,62076040.0,206.0,301340.0,259.49,0.0,47.72,4.180195772797362,0.0,0.7687346035604076,8.73,84.466651,6.803349000000001,2.91,459369.9951,1.48707298,37822.66524
Italy,Italie,2008,62076040.0,206.0,301340.0,254.34,0.0,58.16,4.097233006486883,0.0,0.9369154346830113,10.82,81.3888,7.791199999999996,2.9,444980.011,-0.962012841,40778.34274
Italy,Italie,2009,62076040.0,206.0,301340.0,218.32,0.0,69.26,3.5169769205638763,0.0,1.115728387313366,12.54,75.916265,11.543735000000005,2.86,397059.9976,-5.280937208,37079.75867
Italy,Italie,2010,62076040.0,206.0,301340.0,220.93,0.0,76.98,3.559022128344527,0.0,1.240091990404027,12.79,74.15998,13.050019999999996,2.88,405269.989,1.713295839,36000.52012
Italy,Italie,2011,62076040.0,206.0,301340.0,216.78,0.0,82.96,3.4921686370457907,0.0,1.3364254549742542,11.9,72.32267999999999,15.777320000000008,2.76,396690.0024,0.707333347,38599.06221
Italy,Italie,2012,62076040.0,206.0,301340.0,204.26,0.0,92.22,3.2904805138987605,0.0,1.4855973415830004,14.39,68.895037,16.714962999999997,2.73,376750.0,-2.980905768,35053.52624
Italy,Italie,2013,62076040.0,206.0,301340.0,175.07,0.0,112.0,2.8202507763059628,0.0,1.8042388013152901,16.32,60.985126,22.694874,2.68,346459.9915,-1.841065451,35549.9747
Italy,Italie,2014,62076040.0,206.0,301340.0,156.76,0.0,120.68,2.5252899508409365,0.0,1.944067308417225,17.13,56.502308,26.367692,2.53,327500.0,-0.004547542,35518.41529
Italy,Italie,2015,62076040.0,206.0,301340.0,172.06,0.0,108.89,2.7717618585206143,0.0,1.7541389560287672,16.57,61.242214,22.187786000000003,2.61,337859.9854,0.778304351,30230.2263
Italy,Italie,2016,62076040.0,206.0,301340.0,179.19,0.0,108.01,2.8866209893543466,0.0,1.7399627940184328,16.09,62.392063,21.517937,2.55,333339.9963,1.293462732,30939.71425
Italy,Italie,2017,62076040.0,206.0,301340.0,189.44,0.0,103.89,3.051741058224719,0.0,1.673592580970049,16.43,64.58255,18.987450000000003,2.55,329190.0024,1.667859041,32326.67421
Italy,Italie,2018,62076040.0,206.0,301340.0,172.98,0.0,114.41,2.7865823915314185,0.0,1.8430621540935923,17.08,60.189987,22.730013,2.48,324880.0049,0.925810941,34605.26273
Italy,Italie,2019,62076040.0,206.0,301340.0,175.52,0.0,115.83,2.8274999500612474,0.0,1.8659373246102684,17.27,60.243694,22.486306000000003,2.45,317239.9902,0.410278294,33641.63375
Latvia,Lettonie,2000,1937670.0,30.0,64589.0,1.32,0.0,2.82,0.6812305500936692,0.0,1.4553561752001114,35.82,31.884056,32.295944,5.27,6930.0,5.675735172,3361.640869
Latvia,Lettonie,2001,1937670.0,30.0,64589.0,1.44,0.0,2.83,0.7431606001021845,0.0,1.4605170127008211,35.35,33.723656000000005,30.926343999999993,5.32,7360.0,6.328269951,3578.0019
Latvia,Lettonie,2002,1937670.0,30.0,64589.0,1.49,0.0,2.48,0.7689647876057326,0.0,1.2798877001759845,34.38,37.531487,28.088513,4.92,7349.999905,7.087085682,4136.933297
Latvia,Lettonie,2003,1937670.0,30.0,64589.0,1.63,0.0,2.34,0.8412165126156673,0.0,1.20763597516605,34.34,41.057938,24.602061999999997,4.82,7590.000153,8.422494257,5145.195232
Latvia,Lettonie,2004,1937670.0,30.0,64589.0,1.49,0.0,3.2,0.7689647876057326,0.0,1.651468000227077,36.11,31.769720000000007,32.120279999999994,4.56,7619.999886,8.281972087,6378.666521
Latvia,Lettonie,2005,1937670.0,30.0,64589.0,1.5,0.0,3.42,0.7741256251064422,0.0,1.7650064252426885,36.3,30.487809999999996,33.21219000000001,4.2,7710.000038,10.71522829,7594.902384
Latvia,Lettonie,2006,1937670.0,30.0,64589.0,2.1,0.0,2.79,1.0837758751490192,0.0,1.4398736626979827,34.0,42.944782,23.055218000000004,3.88,8199.999809,11.96520396,9723.446902
Latvia,Lettonie,2007,1937670.0,30.0,64589.0,1.94,0.0,2.82,1.0012024751376654,0.0,1.4553561752001114,33.08,40.756306,26.163694,3.61,8529.999733,9.943002121,14113.52913
Latvia,Lettonie,2008,1937670.0,30.0,64589.0,2.06,0.0,3.21,1.0631325251461807,0.0,1.6566288377277865,33.71,39.089184,27.200815999999996,3.57,8109.999657,-3.242799942,16467.14369
Latvia,Lettonie,2009,1937670.0,30.0,64589.0,2.01,0.0,3.56,1.0373283376426325,0.0,1.837258150252623,38.4,36.086178,25.513822000000005,4.0,7360.000134,-14.24828338,12331.92855
Latvia,Lettonie,2010,1937670.0,30.0,64589.0,2.99,0.0,3.64,1.543090412712175,0.0,1.8785448502583,33.07,45.09804,21.831960000000002,4.28,8520.000458,-4.470941885,11420.994
Latvia,Lettonie,2011,1937670.0,30.0,64589.0,3.01,0.0,3.08,1.5534120877135942,0.0,1.5895379502185614,35.54,49.42529,15.034710000000004,3.8,7900.000095,2.564422968,13338.96224
Latvia,Lettonie,2012,1937670.0,30.0,64589.0,2.06,0.0,4.11,1.0631325251461807,0.0,2.121104212791652,40.37,33.38736,26.24264,3.78,7570.000172,7.037317185,13847.33794
Latvia,Lettonie,2013,1937670.0,30.0,64589.0,2.67,0.0,3.53,1.3779436126894673,0.0,1.8217756377504941,39.6,43.064514,17.335485999999996,3.63,7449.999809,2.010744815,15007.49186
Latvia,Lettonie,2014,1937670.0,30.0,64589.0,2.34,0.0,2.8,1.20763597516605,0.0,1.4450345001986922,40.24,45.52529,14.23471,3.59,7280.00021,1.900096243,15721.45233
Latvia,Lettonie,2015,1937670.0,30.0,64589.0,2.76,0.0,2.78,1.4243911501958537,0.0,1.434712825197273,38.1,49.819492,12.080508000000002,3.39,7320.000172,3.885027277,13780.91355
Latvia,Lettonie,2016,1937670.0,30.0,64589.0,2.94,0.0,3.48,1.5172862252086268,0.0,1.7959714502469462,38.48,45.79439,15.725610000000003,3.31,7150.000095,2.367609543,14322.02268
Latvia,Lettonie,2017,1937670.0,30.0,64589.0,2.07,0.0,5.46,1.0682933626468902,0.0,2.81781727538745,42.6,27.490039999999993,29.909960000000005,3.31,7119.999886,3.31308889,15656.34749
Latvia,Lettonie,2018,1937670.0,30.0,64589.0,3.23,0.0,3.49,1.6669505127292057,0.0,1.8011322877476557,40.97,48.065475,10.964525000000002,3.35,7789.999962,3.989480387,17856.30712
Latvia,Lettonie,2019,1937670.0,30.0,64589.0,3.25,0.0,3.19,1.677272187730625,0.0,1.6463071627263672,41.52,50.46584,8.014159999999997,3.18,7570.000172,2.484326355,17926.84159
Lithuania,Lituanie,2000,2807900.0,43.0,65300.0,2.27,8.42,0.34,0.8084333487659817,2.9986822892553153,0.12108693329534527,17.19,20.58023,62.22977,6.17,10510.0,3.695525421,3293.229979
Lithuania,Lituanie,2001,2807900.0,43.0,65300.0,2.6,11.36,0.33,0.9259589016702874,4.045728124220948,0.1175255529043057,17.59,18.194540000000003,64.21546,6.72,11150.0,6.526108902,3525.793632
Lithuania,Lituanie,2002,2807900.0,43.0,65300.0,2.66,14.14,0.35,0.9473271840165248,5.035791872929948,0.12464831368638485,17.89,15.510199999999998,66.5998,6.75,11220.00027,6.751414576,4141.592702
Lithuania,Lituanie,2003,2807900.0,43.0,65300.0,2.85,15.48,0.33,1.0149934114462766,5.51301684532925,0.1175255529043057,18.07,15.273309999999995,66.65669,6.37,11229.99954,10.56595699,5499.428989
Lithuania,Lituanie,2004,2807900.0,43.0,65300.0,3.05,15.1,0.43,1.0862210192670678,5.377684390469746,0.15313935681470137,18.07,16.415499999999994,65.5145,6.06,11909.99985,6.569490118,6700.327192
Lithuania,Lituanie,2005,2807900.0,43.0,65300.0,3.42,10.34,0.46,1.217992093735532,3.682467324334912,0.1638234979878201,17.51,24.05064,58.43935999999999,5.31,12829.99992,7.732367604,7854.765279
Lithuania,Lituanie,2006,2807900.0,43.0,65300.0,2.79,8.65,0.43,0.9936251291000392,3.0805940382492256,0.15313935681470137,17.46,23.504630000000006,59.03536999999999,4.86,13020.00046,7.414121335,9230.707981
Lithuania,Lituanie,2007,2807900.0,43.0,65300.0,2.82,9.83,0.58,1.004309270273158,3.500836924391894,0.2065600626802949,17.06,21.31519,61.62481,4.74,13210.00004,11.10748014,12285.44705
Lithuania,Lituanie,2008,2807900.0,43.0,65300.0,2.6,9.89,0.6,0.9259589016702874,3.5222052067381315,0.21368282346237402,18.34,19.862489999999994,61.79751,4.66,13060.00042,2.614423033,14944.99665
Lithuania,Lituanie,2009,2807900.0,43.0,65300.0,2.84,10.85,0.68,1.011432031055237,3.86409772427793,0.24217386659069054,20.09,19.763400000000004,60.14659999999999,5.03,11689.99958,-14.83860837,11820.77616
Lithuania,Lituanie,2010,2807900.0,43.0,65300.0,3.84,0.0,0.91,1.3675700701591937,0.0,0.3240856155846006,21.46,80.842106,-2.302106000000002,3.98,12600.00038,1.651240653,11987.50841
Lithuania,Lituanie,2011,2807900.0,43.0,65300.0,2.88,0.0,1.11,1.0256775526193953,0.0,0.39531322340539193,22.74,72.18045000000001,5.079549999999994,3.89,11850.00038,6.03900816,14376.94786
Lithuania,Lituanie,2012,2807900.0,43.0,65300.0,3.12,0.0,1.18,1.1111506820043449,0.0,0.4202428861426689,23.92,72.558142,3.5218579999999946,3.78,11930.00031,3.843864749,14367.70942
Lithuania,Lituanie,2013,2807900.0,43.0,65300.0,2.45,0.0,1.53,0.8725381958046939,0.0,0.5448911998290538,26.34,61.55779,12.102210000000003,3.45,11329.99992,3.550072843,15729.65247
Lithuania,Lituanie,2014,2807900.0,43.0,65300.0,1.95,0.0,1.51,0.6944691762527155,0.0,0.5377684390469746,27.73,56.358383,15.911616999999996,3.34,10859.99966,3.537009879,16551.0182
Lithuania,Lituanie,2015,2807900.0,43.0,65300.0,2.32,0.0,1.68,0.8262402507211796,0.0,0.5983119056946472,28.96,58.0,13.04,3.3,11069.99969,2.024583955,14258.22933
Lithuania,Lituanie,2016,2807900.0,43.0,65300.0,1.31,0.0,2.1,0.4665408312261833,0.0,0.7478898821183091,31.47,38.416428,30.113571999999998,3.3,11199.99981,2.518828273,14998.12506
Lithuania,Lituanie,2017,2807900.0,43.0,65300.0,0.82,0.0,2.53,0.2920331920652445,0.0,0.9010292389330105,33.78,24.47761,41.74239,3.31,11220.00027,4.282596951,16843.69965
Lithuania,Lituanie,2018,2807900.0,43.0,65300.0,0.55,0.0,2.2,0.19587592150717617,0.0,0.7835036860287047,33.73,20.0,46.27,3.22,11649.99962,3.993310328,19176.81215
Lithuania,Lituanie,2019,2807900.0,43.0,65300.0,0.67,0.0,2.47,0.23861248619965097,0.0,0.879660956586773,33.53,21.337585000000004,45.132414999999995,3.08,11729.99954,4.573771737,19575.76848
Luxembourg,Luxembourg,2000,625812.0,242.0,2586.0,0.24,0.0,0.16,0.3835017545205269,0.0,0.25566783634701795,6.81,60.0,33.19,3.35,8560.0,6.938130249,48538.7829
Luxembourg,Luxembourg,2001,625812.0,242.0,2586.0,0.7,0.0,0.17,1.1185467840182035,0.0,0.2716470761187066,3.42,80.45976999999999,16.120230000000006,3.44,9120.0,3.074354999,48398.22929
Luxembourg,Luxembourg,2002,625812.0,242.0,2586.0,2.65,0.0,0.15,4.234498539497485,0.0,0.23968859657532934,1.32,94.6428566,4.037143399999998,3.44,9819.999695,3.2254169,52754.27325
Luxembourg,Luxembourg,2003,625812.0,242.0,2586.0,2.65,0.0,0.14,4.234498539497485,0.0,0.2237093568036407,1.28,94.9820786,3.7379214000000056,3.57,10239.99977,2.619378579,65544.59195
Luxembourg,Luxembourg,2004,625812.0,242.0,2586.0,3.18,0.0,0.19,5.081398247396982,0.0,0.3036055556620838,1.35,94.3620176,4.287982399999999,3.84,11659.99985,4.231891307,76404.41504
Luxembourg,Luxembourg,2005,625812.0,242.0,2586.0,3.14,0.0,0.21,5.017481288310227,0.0,0.3355640352054611,1.87,93.7313433,4.398656699999994,3.8,11909.99985,2.482874748,80957.94128
Luxembourg,Luxembourg,2006,625812.0,242.0,2586.0,3.29,0.0,0.25,5.257169884885557,0.0,0.39948099429221556,2.08,92.937853,4.982146999999996,3.57,11720.00027,6.016715044,90712.79929
Luxembourg,Luxembourg,2007,625812.0,242.0,2586.0,2.93,0.0,0.26,4.681917253104766,0.0,0.4154602340639042,3.64,91.84953,4.510469999999998,3.2,11109.99966,8.098667607,107338.8652
Luxembourg,Luxembourg,2008,625812.0,242.0,2586.0,2.44,0.0,0.28,3.898934504292024,0.0,0.4474187136072814,3.96,89.705882,6.3341179999999975,3.24,11020.00046,-0.300176194,119932.2437
Luxembourg,Luxembourg,2009,625812.0,242.0,2586.0,2.88,0.0,0.27,4.602021054246324,0.0,0.4314394738355928,3.73,91.428571,4.841428999999994,3.19,10439.99958,-3.238954027,108987.6776
Luxembourg,Luxembourg,2010,625812.0,242.0,2586.0,2.97,0.0,0.27,4.745834212191521,0.0,0.4314394738355928,3.68,91.66666599999999,4.653334000000008,3.24,11029.99973,3.760413593,110777.9079
Luxembourg,Luxembourg,2011,625812.0,242.0,2586.0,2.4,0.0,0.24,3.8350175452052695,0.0,0.3835017545205269,3.76,90.909091,5.330908999999997,3.12,10899.99962,1.044298695,118869.2999
Luxembourg,Luxembourg,2012,625812.0,242.0,2586.0,2.45,0.0,0.31,3.9149137440637123,0.0,0.49535643292234727,4.15,88.76811599999999,7.081884000000008,3.08,10689.99958,1.64990203,112591.1162
Luxembourg,Luxembourg,2013,625812.0,242.0,2586.0,1.48,0.0,0.36,2.364927486209916,0.0,0.5752526317807904,5.72,80.434782,13.845218000000003,2.88,10149.99962,3.171790499,119966.0349
Luxembourg,Luxembourg,2014,625812.0,242.0,2586.0,1.51,0.0,0.4,2.412865205524982,0.0,0.6391695908675449,6.85,79.05759,14.092409999999996,2.66,9649.999619,2.623086016,123514.1967
Luxembourg,Luxembourg,2015,625812.0,242.0,2586.0,0.91,0.0,0.43,1.4541108192236647,0.0,0.6871073101826107,9.09,67.91045,22.999550000000003,2.48,9130.000114,2.269784484,105419.6085
Luxembourg,Luxembourg,2016,625812.0,242.0,2586.0,0.33,0.0,0.46,0.5273149124657245,0.0,0.7350450294976766,13.5,41.772152,44.727848,2.35,8850.000381,4.978190437,106826.7264
Luxembourg,Luxembourg,2017,625812.0,242.0,2586.0,0.3,0.0,0.6,0.4793771931506587,0.0,0.9587543863013174,15.33,33.333330000000004,51.33667,2.35,9000.0,1.317187663,109921.0314
Luxembourg,Luxembourg,2018,625812.0,242.0,2586.0,0.28,0.0,0.68,0.4474187136072814,0.0,1.0865883044748263,16.09,29.166663999999997,54.743336,2.37,9319.999695,2.00437712,117197.4817
Luxembourg,Luxembourg,2019,625812.0,242.0,2586.0,0.27,0.0,0.8,0.4314394738355928,0.0,1.2783391817350898,16.45,25.233649999999997,58.31635,2.34,9489.999771,3.283806756,113218.7133
Malta,Malte,2000,399211.0,1263.3259493670887,316.0,1.92,0.0,0.0,4.809486712540486,0.0,0.0,0.0,100.0,0.0,2.64,2130.0,19.6812701,10432.32812
Malta,Malte,2001,402151.0,1272.629746835443,316.0,1.94,0.0,0.0,4.824058624745431,0.0,0.0,0.0,100.0,0.0,3.11,2490.0,-1.174697348,10402.23337
Malta,Malte,2002,404698.00000000006,1280.6898734177216,316.0,2.05,0.0,0.0,5.065505636301636,0.0,0.0,0.09,99.91,0.0,2.83,2319.999933,2.565263253,11289.88984
Malta,Malte,2003,406919.0,1287.7183544303798,316.0,2.24,0.0,0.0,5.504781049791236,0.0,0.0,0.1,99.9,0.0,3.06,2609.999895,4.07406885,13669.49712
Malta,Malte,2004,408798.0,1293.6645569620252,316.0,2.22,0.0,0.0,5.430554944006575,0.0,0.0,0.12,99.88,0.0,3.07,2599.999905,0.140268127,15197.05671
Malta,Malte,2005,410207.0,1298.123417721519,316.0,2.24,0.0,0.0,5.460657667957885,0.0,0.0,0.14,99.86,0.0,3.04,2630.000114,3.383593576,15888.17232
Malta,Malte,2006,411197.0,1301.256329113924,316.0,2.26,0.0,0.0,5.496149047780018,0.0,0.0,0.17,99.83,0.0,2.97,2650.000095,2.510142345,16723.88418
Malta,Malte,2007,412080.99999999994,1304.0537974683543,316.0,2.3,0.0,0.0,5.5814269524680835,0.0,0.0,0.2,99.8,0.0,2.89,2720.000029,4.7747056,19485.87119
Malta,Malte,2008,413401.0,1308.2310126582279,316.0,2.31,0.0,0.0,5.587794901318574,0.0,0.0,0.22,99.78,0.0,2.83,2720.000029,3.826359416,22205.35681
Malta,Malte,2009,415500.0,1314.873417721519,316.0,2.17,0.0,0.0,5.222623345367028,0.0,0.0,0.26,99.74,0.0,2.61,2509.99999,-1.133873468,21083.27715
Malta,Malte,2010,418755.0,1325.1740506329113,316.0,2.11,0.0,0.0,5.038745806020227,0.0,0.0,1.22,98.78,0.0,2.58,2589.999914,5.543639385,21799.17426
Malta,Malte,2011,423571.0,1340.4145569620252,316.0,2.17,0.0,0.0,5.123108050362277,0.0,0.0,1.97,98.03,0.0,2.55,2569.999933,0.467050856,23155.55479
Malta,Malte,2012,429907.0,1360.4651898734178,316.0,2.27,0.0,0.03,5.280211766730944,0.0,0.06978253436208297,2.67,98.6956521,-1.3656521000000037,2.6,2720.000029,4.117707299,22527.63676
Malta,Malte,2013,437525.00000000006,1384.5727848101267,316.0,2.22,0.0,0.04,5.07399577167019,0.0,0.09142334723730071,3.24,98.2300885,-1.470088499999994,2.16,2369.999886,5.473355695,24771.07658
Malta,Malte,2014,446441.0,1412.7879746835442,316.0,2.17,0.0,0.08,4.860664679095334,0.0,0.17919501121088788,4.48,96.4444444,-0.9244443999999952,2.01,2359.999895,7.633538112,26754.26845
Malta,Malte,2015,456578.0,1444.867088607595,316.0,1.2,0.0,0.1,2.62824752835222,0.0,0.21902062736268502,5.98,92.307692,1.7123079999999966,1.52,1659.999967,9.608132811,24921.60368
Malta,Malte,2016,467705.0,1480.0791139240507,316.0,0.72,0.0,0.14,1.5394319068643696,0.0,0.2993339818902941,9.22,83.72093,7.059070000000004,1.35,1350.000024,4.090917429,25741.44606
Malta,Malte,2017,479497.0,1517.3955696202531,316.0,1.48,0.0,0.17,3.086567799172883,0.0,0.3545381931482366,7.27,89.69697,3.033030000000007,1.42,1519.999981,8.119425289,28250.69777
Malta,Malte,2018,491586.0,1555.6518987341772,316.0,1.77,0.0,0.2,3.600590740989369,0.0,0.4068464114112281,7.54,89.847716,2.6122839999999945,1.36,1549.999952,5.179224796,30672.29224
Malta,Malte,2019,503634.0,1593.7784810126582,316.0,1.86,0.0,0.21,3.693158126734891,0.0,0.4169694659216812,7.7,89.855072,2.444927999999993,1.37,1659.999967,5.539566337,30186.19596
Netherlands,Pays-Bas,2000,21103844.0,508.0,41543.0,82.49,3.93,2.97,3.9087665735209187,0.1862219982293273,0.14073265515040767,1.73,92.281016,5.988984000000006,4.15,162100.0,4.195642498,26149.41108
Netherlands,Pays-Bas,2001,21103844.0,508.0,41543.0,86.14,3.98,3.31,4.0817208466855615,0.18859123484802104,0.15684346415752504,1.76,92.197367,6.042633,4.16,167120.0,2.326955087,26873.27593
Netherlands,Pays-Bas,2002,21103844.0,508.0,41543.0,87.86,3.91,3.98,4.163222586368626,0.18527430358184982,0.18859123484802104,1.92,91.759791,6.320208999999993,4.19,167429.9927,0.217273595,29204.03983
Netherlands,Pays-Bas,2003,21103844.0,508.0,41543.0,88.62,4.02,3.96,4.19923498297277,0.190486624142976,0.18764354020054355,1.91,91.73913,6.350869999999997,4.34,170360.0006,0.155645898,35672.2066
Netherlands,Pays-Bas,2004,21103844.0,508.0,41543.0,91.89,3.82,5.3,4.35418305783534,0.1810096776682011,0.2511390815815356,2.22,90.971191,6.808808999999995,4.3,172119.9951,1.984945714,40362.39478
Netherlands,Pays-Bas,2005,21103844.0,508.0,41543.0,88.22,4.0,7.46,4.180281090023221,0.18953892949549855,0.3534901035091048,2.74,88.50321,8.756790000000004,4.14,167929.9927,2.050876108,41979.05585
Netherlands,Pays-Bas,2006,21103844.0,508.0,41543.0,87.17,3.47,8.05,4.130527121030652,0.164425021337345,0.38144709560969087,3.12,88.3270855,8.552914500000004,3.97,163699.9969,3.460988954,44863.35063
Netherlands,Pays-Bas,2007,21103844.0,508.0,41543.0,93.21,4.2,7.59,4.416730904568855,0.19901587597027348,0.35965011871770847,3.68,88.771428,7.548572,3.81,164550.0031,3.772842521,51733.44213
Netherlands,Pays-Bas,2008,21103844.0,508.0,41543.0,93.7,4.17,9.53,4.439949423432053,0.19759433399905724,0.4515764995230253,3.94,87.243948,8.816051999999997,3.7,165220.0012,2.170324851,57644.47997
Netherlands,Pays-Bas,2009,21103844.0,508.0,41543.0,98.48,4.25,10.83,4.666448444179174,0.2013851125889672,0.5131766516090623,4.38,86.720676,8.899324000000004,3.79,160490.0055,-3.666883937,52514.02712
Netherlands,Pays-Bas,2010,21103844.0,508.0,41543.0,103.95,3.97,11.19,4.925642930264268,0.1881173875242823,0.5302351552636572,3.85,87.272269,8.877731000000006,4.01,171110.0006,1.342739336,50950.03434
Netherlands,Pays-Bas,2011,21103844.0,508.0,41543.0,97.35,4.14,12.32,4.612903696596696,0.19617279202784096,0.5837799028461356,4.69,85.5373,9.772699999999997,3.67,158770.0043,1.551189312,54159.34661
Netherlands,Pays-Bas,2012,21103844.0,508.0,41543.0,86.69,3.91,12.47,4.107782449491192,0.18527430358184982,0.5908876127022167,4.9,84.107889,10.992111,3.71,157470.0012,-1.030353991,50073.00566
Netherlands,Pays-Bas,2013,21103844.0,508.0,41543.0,86.51,2.89,12.1,4.099253197663895,0.1369418765604977,0.5733552617238831,4.94,85.231527,9.828472999999999,3.64,157089.9963,-0.130175288,52184.06185
Netherlands,Pays-Bas,2014,21103844.0,508.0,41543.0,87.48,4.09,11.65,4.145216388066554,0.19380355540914726,0.5520321321556395,5.53,84.751018,9.718981999999997,3.38,149789.9933,1.423395395,52830.17423
Netherlands,Pays-Bas,2015,21103844.0,508.0,41543.0,91.03,4.08,13.69,4.313432187993808,0.1933297080854085,0.6486969861983438,5.72,83.66728,10.612719999999996,3.38,157410.0037,1.959169721,45175.23189
Netherlands,Pays-Bas,2016,21103844.0,508.0,41543.0,95.09,3.96,14.78,4.505814201431739,0.18764354020054355,0.7003463444858671,5.59,83.536854,10.873145999999995,3.38,158539.9933,2.191713719,46007.85292
